number_of_cpus	wall_clock_time	processors_per_node	cores_per_processor	number_of_nodes	cpu_interconnects	processor	ram_per_cpu	ram_bus_speed	computer_system	operating_system	vendor	mpi_library	shared_or_dedicated	code_version	code_version_number	problem_name	precision	smp_mpp	location	submitted_by	submitted_by_org	date_submitted
64	249	2	4	8		Intel® Xeon® Quad Core X5482	2	1600	Intel SR1560SF system	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.R321	neon_refined_revised	s	m	Dupont, WA	Nick Meng	Intel/SSG	2009-02-13
32	257	2	4	4	IB	Intel® Xeon® Quad Core X5560	2	1067	Supermicro Board X8DTN qual	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.s.R321	neon_refined_revised	s	m	Dupont, WA	Nick Meng	SSG/ASE	2009-03-27
128	258	1	2	64	PathScale InfiniPath / Silverstorm InfiniBand switch	AMD Dual-Core Opteron Model 275 (2.2GHz)	4	400	Emerald	ROCKS 4.0.0 (RHEL4 U1)	Rackable Systems	PathScale MPICH	d	LS-DYNA	ls970.5434a	neon_refined	s	m	AMD Developer Center	Justin Boggs	AMD	2005-11-04
96	258	2	1	48	 RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-14
32	259	2	4	4	IB QDR	Intel® Xeon® Quad Core X5560 @2.80GHz	3	1333	bullx blade cluster	bullx cluster suite	BULL	hpmpi	d	LS-DYNA	mpp971.s.R321	neon_refined_revised	s	m	France	Patrice Calegari	BULL	2010-04-08
256	267	2	2	64	Voltaire HCA 410Ex InfiniHost III Lx DDR, OFED v1.2	Intel 5160 Woodcrest DC 3.0GHz	2	1333	Altix 1200	SUSE Linux Enterprise Server 10 (x86_64)	SGI	Intel-MPI 3.1	s	LS-DYNA	ls971.7600.1224	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-09-21
128	268	2	2	32	PathScale InfiniPath / Silverstorm InfiniBand switch	AMD Dual-Core Opteron Model 275 (2.2GHz)	4	400	Emerald	ROCKS 4.0.0 (RHEL4 U1)	Rackable Systems	PathScale MPICH	d	LS-DYNA	ls970.5434a	neon_refined	s	m	AMD Developer Center	Justin Boggs	AMD	2005-11-04
96	268	2	1	48	Rapid Array	AMD Opteron 2.4 GHZ	4	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-TIng Zhu	CRAY Inc.	2005-05-02
128	275	2	2	32	Voltaire HCA 410Ex InfiniHost III Lx DDR, OFED v1.2	Intel 5160 Woodcrest DC 3.0GHz	2	1333	Altix 1200	SUSE Linux Enterprise Server 10 (x86_64)	SGI	Intel-MPI 3.1	s	LS-DYNA	ls971.7600.1224	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-09-21
64	276	2	2	16	Mellanox InfiniHost III Lx HCA DDR Fabric OFED v1.3	 Intel Xeon X5272 DC 3.4Ghz, 1600MHz FSB, 800MHz D	4	1600	Altix XE1300 XE250/XE320	SUSE Linux Enterprise Server 10, SGI ProPack 5SP5	SGI	SGI MPT 1.20	s	LS-DYNA	  ls971.R3.1	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2008-06-30
128	279	64	2	1	NUMAlink	Intel Itanium 2 1600MHz	2	531	Altix 4700	SUSE Linux Enterprise Server 10, SGI ProPack 5SP1	SGI	sgi-mpt-1.15-sgi501r	s	LS-DYNA	 ls971.7600	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-06-19
96	280	2	2	24	RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-08
64	288	1	2	32	Infiniband	Intel® Core 2 Extreme  X6800	2	667	S3000PAL	Redhat EL4 update 2	Intel	Intel MPI 3.0.043	s	LS-DYNA	mpp971.7600	neon_refined_revised	s	m	Dupont, WA	Nick Meng	Intel	2007-10-24
64	289	2	2	16	Infiniband	Intel® Xeon® Dual Core 5160 EM64T	2000000000	1333	S5000PAL	Redhat EL4 update 2	Intel	Intel MPI 2.0.1	s	LS-DYNA	mpp970.6763	neon_refined	s	m	Dupont, WA	John Benninghoff	Intel	2006-05-31
64	293	2	2	16	QLogic InfiniPath IB	Intel Dualcore Xeon 5160 3.0 GHz	2	0	Cambridge Cluster	ClusterVisionOS	ClusterVision/Dell	QLogic MPI 2.0	s	LS-DYNA	971.7600.398	neon_refined_revised	s	m	Cambridge, UK	Kevin Ball	QLogic	2007-02-26
96	294	1	2	48	PathScale InfiniPath / Silverstorm InfiniBand switch	AMD Dual-Core Opteron Model 275 (2.2GHz)	4	400	Emerald	ROCKS 4.0.0 (RHEL4 U1)	Rackable Systems	PathScale MPICH	d	LS-DYNA	ls970.5434a	neon_refined	s	m	AMD Developer Center	Justin Boggs	AMD	2005-11-04
64	296	32	2	1	NUMAlink	Intel Itanium DC Montvale 1.669Ghz	2	666	Altix 4700	SUSE Linux Enterprise Server 10, SGI ProPack 5SP3	SGI	SGI MPT 1.15	s	LS-DYNA	971R2.7600.1224	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2008-03-08
64	296	2	4	8	Voltaire ConnectX IB Gen2 HCA DDR Fabric OFED v1.3	Intel Xeon E5462 2.80GHz	2	800	Bull Novascale R422-E1	Linux Bull Advanced Server 5v1.1	BULL	hpmpi	s	LS-DYNA	mpp971.R3.2	neon_refined_revised	s	m	France	Patrice Calegari	BULL	2008-12-12
64	307	32	2	1	NUMAlink	Intel Itanium 2 1600MHz Montecito	2	531	Altix 4700	SUSE Linux Enterprise Server 10, SGI ProPack 5SP1	SGI	sgi-mpt-1.15-sgi501r	d	LS-DYNA	ls971.7600.1224	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-09-21
128	310	2	1	64	Infiniband	Xeon 3.6Ghz	2	800	GT4000	Linux	Galactic Computing (Shenzhen) Ltd.	MVAPICH 0.9.5	d	LS-DYNA	970 5434a	neon_refined	s	m	Shenzhen, China	Alex Korobka	Galactic Computing (Shenzhen) Ltd.	2005-08-02
64	310	2	2	16	Voltaire HCA 410Ex InfiniHost III Lx SDR, OFED v1.2	 Intel 5160 Woodcrest DC 3.0GHz	2	1333	Altix 1200	SUSE Linux Enterprise Server 10 (x86_64)	SGI	ScaliMPIConnect5.5.0	d	LS-DYNA	 ls971.7600	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-10-24
64	315	2	1	32	 RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-14
24	316	2	6	2	Mellanox® Technologies ConnectX-2® IB QDR	Intel® Xeon® Hexa Core X5690 3.47GHz	2	1333	Altix ICE 8400EX?	SUSE® Linux® Enterprise Server 11 SP1	SGI	SGI MPT 2.03	s	LS-DYNA	ls971.R3.2.1	neon_refined_revised	s	m	Chippewa Falls, WI	Olivier Schreiber	Applications Engineering	2011-09-25
32	319	4	8	1	QPI	Intel® Xeon® 8 core X7560 2.27GHz	8	1067	Altix UV10	SUSE® Linux® Enterprise Server 11, SGI® ProPack6SP	SGI	Platform MPI 7.1	d	LS-DYNA	mpp971_s_R3.2.1	neon_refined_revised	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2010-09-19
24	322	2	6	2	Mellanox® Technologies ConnectX-2® IB QDR	 Intel® Xeon® Six Core X5680 3.33GHz	2	1333	Altix ICE 8400	SUSE® Linux® Enterprise Server 11, SGI® ProPack	SGI	SGI MPT 2.01	s	LS-DYNA	971_s_R3.2.1	neon_refined_revised	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2010-11-10
20	326	2	10	1	Mellanox Technologies Connect-IB FDR InfiniBand	Intel Xeon E5-2680 V2 @2.80GHz	4	1600	Dell PowerEdge R720xd	RHEL 6.2	Dell	Platform MPI 9.1	d	LS-DYNA	ls971.R3.2.1	neon_refined_revised	s	m	Sunnyvale, CA	Pak Lui	HPC Advisory Council	2014-02-13
128	327	2	2	32	Voltaire HCA 410Ex InfiniHost III Lx DDR, OFED v1.2	Intel 5160 Woodcrest DC 3.0GHz	2	1333	Altix 1200	SUSE Linux Enterprise Server 10 (x86_64)	SGI	ScaliMPIConnect5.4.1	s	LS-DYNA	ls971.7600	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-08-04
64	327	2	1	32	Rapid Array	AMD Opteron 2.4 GHZ	4	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-TIng Zhu	CRAY Inc.	2005-05-02
64	333	32	2	1	NUMAlink	Intel Itanium 2 1600MHz	2	531	Altix 4700	SUSE Linux Enterprise Server 10, SGI ProPack 5SP1	SGI	sgi-mpt-1.15-sgi501r	s	LS-DYNA	ls971.7600	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	SGI Applications Engineering	2007-06-19
24	334	2	6	2	Mellanox® Technologies MT26428 ConnectX® IB QDR	Intel® Xeon® Six Core X5670 2.93GHz	2	1333	Altix XE1300	SUSE® Linux® Enterprise Server 11, SGI® ProPack(TM	SGI	SGI MPT 2.01	s	LS-DYNA	971_s_R3.2	neon_refined_revised	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2010-08-05
64	336	2	2	16	 Voltaire HCA 410Ex InfiniHost III Lx SDR, OFED v1.2	Intel 5160 Woodcrest DC 3.0GHz	2	1333	Altix 1200	SUSE Linux Enterprise Server 10 (x86_64)	SGI	ScaliMPIConnect5.4.1	d	LS-DYNA	ls971.7600	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-08-01
64	337	2	2	16	ConnectX	Intel Dualcore Xeon 3.0 GHz BL460c	2	0	CP3000	Red Hat EL 4.4	HP	HP-MPI	d	LS-DYNA	971.7600.1116	neon_refined_revised	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-08-24
32	339	2	4	4	Gigabit Ethernet	Intel Xeon W5580 3.2GHz	2	1333	ThinkStation D20 w/ GigaE	CentOS 5.3	Lenovo	Intel MPI 3.2.2	d	LS-DYNA	mpp971_s_R3.2.1	neon_refined_revised	s	m	Beijing	Jason Hu	Lenovo	2009-12-02
64	342	2	2	16	RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-08
560	348	2	10	28	IB FDR	Intel® Xeon® E5-2690 v2 @3.00GHz Turbo Enabled	3	1866	SGI® ICE-X	SLES11 SP2	SGI®	SGI® MPI 2.09-p11049	s	LS-DYNA	ls971.R3.2.1	3 Vehicle Collision	s	m	USA	Olivier Schreiber	HPC Applications Support	2014-02-26
64	349	2	2	16	Voltaire HCA 410Ex InfiniHost III Lx DDR, OFED v1.2	Intel 5160 Woodcrest DC 3.0GHz	2	1333	Altix 1200	SUSE Linux Enterprise Server 10 (x86_64)	SGI	Intel-MPI 3.1	d	LS-DYNA	ls971.7600.1224	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-09-21
64	353	2	2	16	Voltaire IB 410 HCA PCIe card with firmware v1.2.0 Voltaire ISR9024 SDR 24 port IB switch	Intel 5160 Woodcrest DC 3.0GHz	2	0	Altix XE1200 Compute Cluster	SUSE Linux Enterprise Server 10 (x86_64)	SGI	Intel MPI Runtime v2	d	LS-DYNA	ls970.6763	neon_refined	s	m	Chippewa Falls, WI	Scott Shaw	Application Engineering	2007-02-06
32	355	4	8	1	QPI	Intel Xeon X7560	16	1333	Cisco UCS  C460 M1	Fedora Core 12	Cisco Systems	Intel MPI		LS-DYNA	R.3.2.1	neon_refined	s		San Jose	Ven Immani	Technical Marketing	2010-03-26
24	356	2	6	2	QDR IB	Intel® Xeon® Six Core X5670	2	1333	Intel SR1600UR system	Redhat5U3	Intel	Intel MPI 3.2.1	s	LS-DYNA	mpp971.s.R321	neon_refined_revised	s	m	Dupont, WA	Nick Meng	Intel/SSG	2010-03-28
16	359	2	8	1	IB QDR	Intel® Xeon® E5-2680 @2.70GHz Turbo Enabled	4	1600	bullx blade system (B510)	bullx supercomputer suite AE R2.2	BULL	Intel MPI 4.0.3.008	s	LS-DYNA	mpp971.s.R321	neon_refined_revised	s	m	France	Patrice Calegari	BULL	2012-07-04
64	359	2	2	16	Voltaire HCA 410Ex InfiniHost III Lx DDR, OFED v1.2	Intel 5160 Woodcrest DC 3.0GHz	2	1333	Altix 1200	SUSE Linux Enterprise Server 10 (x86_64)	SGI	ScaliMPIConnect5.4.1	s	LS-DYNA	ls971.7600	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-07-15
32	365	2	2	8	InfiniBand Topspin 270 SDR	Intel Xeon X5272 3.40GHz DL160	2	1600	CP3000	Red Hat EL 4.6	HP	HP-MPI	s	LS-DYNA	ls971R3.1	neon_refined_revised	s	m	Scalable Computing & Infrastructure	Yih-Yih Lin	HP	2008-08-05
64	373	1	2	32	PathScale InfiniPath / Silverstorm InfiniBand switch	AMD Dual-Core Opteron Model 275 (2.2GHz)	4	400	Emerald	ROCKS 4.0.0 (RHEL4 U1)	Rackable Systems	PathScale MPICH	d	LS-DYNA	ls970.5434a	neon_refined	s	m	AMD Developer Center	Justin Boggs	AMD	2005-11-04
16	374	2	8	1	IB FDR	Intel® Xeon® E5-2680 @2.70GHz	2	1600	Sandy Bridge-EP system	RHEL 6.1	Intel	Intel MPI 4.0.3.008	d	LS-DYNA	mpp971.s.R321	neon_refined_revised	s	m	Swindon, UK	Nick Meng	Intel/SSG	2012-07-09
1536	375	2	6	128	Mellanox® Technologies ConnectX-2® IB QDR	Intel® Xeon® Hexa Core X5690 3.47GHz	2	1333	Altix ICE 8400EX?	SUSE® Linux® Enterprise Server 11 SP1	SGI	SGI MPT 2.03	s	LS-DYNA	ls971.R3.2.1	3 Vehicle Collision	s	m	Chippewa Falls, WI	Olivier Schreiber	Applications Engineering	2011-09-25
64	377	2	4	8	Mellanox InfiniBand ConnectX DDR, OFED 1.2	Barcelona 2.0GHz	1	0	Mellanox Cluster Center - Vulcan cluster	RHEL4	AMD	Scali MPI Connect5.5	d	LS-DYNA	971.7600.398	neon_refined_revised	s	m	Mellanox Santa Clara CA	Hakon Bugge	Scali, Inc.	2007-09-10
64	380	2	1	32	Rapid Array	AMD Opteron 2.2 GHZ	2	0	CRAY XD1	Suse Linux 8	CRAY	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-02-11
32	383	2	2	8	Mellanox InfiniHost III Lx HCA DDR Fabric OFED v1.3	 Intel Xeon X5272 DC 3.4Ghz, 1600MHz FSB, 800MHz D	4	1600	Altix XE1300 XE250/XE320	SUSE Linux Enterprise Server 10, SGI ProPack 5SP5	SGI	SGI MPT 1.20	s	LS-DYNA	  ls971.R3.1	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2008-06-30
48	384	2	1	24	 RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-14
1020	387	2	6	85	Mellanox® Technologies ConnectX-2® IB QDR	 Intel® Xeon® Six Core X5680 3.33GHz	2	1333	Altix ICE 8400	SUSE® Linux® Enterprise Server 11, SGI® ProPack	SGI	SGI MPT 2.01	s	LS-DYNA	971_s_R3.2.1	3 Vehicle Collision	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2010-11-10
768	388	2	6	64	Mellanox® Technologies ConnectX-2® IB QDR	Intel® Xeon® Hexa Core X5690 3.47GHz	2	1333	Altix ICE 8400EX?	SUSE® Linux® Enterprise Server 11 SP1	SGI	SGI MPT 2.03	s	LS-DYNA	ls971.R3.2.1	3 Vehicle Collision	s	m	Chippewa Falls, WI	Olivier Schreiber	Applications Engineering	2011-09-25
768	388	2	6	64	Mellanox® Technologies ConnectX-2® IB QDR	Intel® Xeon® Hexa Core X5690 3.47GHz	2	1333	Altix ICE 8400EX?	SUSE® Linux® Enterprise Server 11 SP1	SGI	SGI MPT 2.03	s	LS-DYNA	ls971.R3.2.1	3 Vehicle Collision	s	m	Chippewa Falls, WI	Olivier Schreiber	Applications Engineering	2011-09-25
32	388	2	1	16	QLogic InfiniPath IB	Intel Dualcore Xeon 5160 3.0 GHz	2	0	Cambridge Cluster	ClusterVisionOS	ClusterVision/Dell	QLogic MPI 2.0	s	LS-DYNA	971.7600.398	neon_refined_revised	s	m	Cambridge, UK	Kevin Ball	QLogic	2007-02-26
640	390	2	10	32	Mellanox Technologies Connect-IB FDR InfiniBand	Intel Xeon E5-2680 V2 @2.80GHz	4	1600	Dell PowerEdge R720xd	RHEL 6.2	Dell	Platform MPI 9.1	d	LS-DYNA	ls971.R3.2.1	3 Vehicle Collision	s	m	Sunnyvale, CA	Pak Lui	HPC Advisory Council	2014-02-13
64	394	2	2	16	PathScale InfiniPath / Silverstorm InfiniBand switch	AMD Dual-Core Opteron Model 275 (2.2GHz)	4	400	Emerald	ROCKS 4.0.0 (RHEL4 U1)	Rackable Systems	PathScale MPICH	d	LS-DYNA	ls970.5434a	neon_refined	s	m	AMD Developer Center	Justin Boggs	AMD	2005-11-04
12	395	1	2	6	QDR InfiniBand	Intel i7 2700K	4	1600	Ci11T	Cent OS 5.5	ARD	HP-MPI	d	LS-DYNA	ls971.R4.2.1	neon_refined	s	m	NAGOYA,JAPAN	ARD		2012-01-18
768	397	2	6	64	Mellanox® Technologies ConnectX-2® IB QDR	 Intel® Xeon® Six Core X5680 3.33GHz	2	1333	Altix ICE 8400	SUSE® Linux® Enterprise Server 11, SGI® ProPack	SGI	SGI MPT 2.01	s	LS-DYNA	971_s_R3.2.1	3 Vehicle Collision	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2010-11-10
48	399	2	1	24	Rapid Array	AMD Opteron 2.4 GHZ	4	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-TIng Zhu	CRAY Inc.	2005-05-02
64	404	2	2	16	Voltaire HCA 410Ex InfiniHost III Lx SDR, OFED v1.2	Intel 5160 Woodcrest DC 3.0GHz	2	1333	Altix 1200	SUSE Linux Enterprise Server 10 (x86_64)	SGI	ScaliMPIConnect5.4.1	s	LS-DYNA	ls971.7600	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-06-23
12	405	1	2	6	QDR InfiniBand	Intel i7 2700K	4	1600	Ci11T	Cent OS 5.5	ARD	HP-MPI	d	LS-DYNA	ls971.R4.2.1	neon_refined_revised	s	m	NAGOYA,JAPAN	ARD		2012-01-18
64	405	2	1	32	Rapid Array	AMD Opteron 2.2 GHZ	2	0	CRAY XD1	Suse Linux 8	CRAY	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-02-09
16	411	2	4	2	IP95 Blades with Mellanox ConnectX IB HCA DDR Fabric OFED v1.4	Intel® Xeon® Quad Core X5570 2.93GHz Turbo Boost E	6	1333	Altix ICE8200EX	SUSE Linux Enterprise Server 10, SGI ProPack 6SP2	SGI	SGI MPT 1.23	s	LS-DYNA	ls971.R3.2	neon_refined_revised	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2009-03-31
48	417	2	2	12	RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-08
64	418	2	1	32	Infiniband	Xeon 3.6Ghz	2	400	GT4000	Linux	Galactic Computing (Shenzhen) Ltd.	MVAPICH 0.9.5	d	LS-DYNA	970 5434a	neon_refined	s	m	Shenzhen, China	Alex Korobka	Galactic Computing (Shenzhen) Ltd.	2005-08-02
64	421	2	1	32	Infiniband TopSpin	1.5GHz Itanium2 rx2600	6	8	Itanium2 CP6000	HP-UX 11.23	HP	HP-MPI	d	LS-DYNA	970.5434	neon_refined	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2004-12-13
64	429	2	1	32	Rapic Array	AMD Opteron 2.2 GHZ	2	0	CRAY XD1	Suse Linux 8	CRAY	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-Ting Zhu	Cray Inc.	2005-02-03
512	431	2	8	32	IB QDR	Intel® Xeon® E5-2670 @2.60GHz Turbo Enabled	8	1600	SGI® Rackable CH-C2112 cluster	SLES11 SP2	SGI®	SGI® MPI 2.07beta	s	LS-DYNA	ls971.R3.2.1	3 Vehicle Collision	s	m	USA	Olivier Schreiber	HPC Applications Support	2012-10-07
32	433	2	4	4	Mellanox ConnectX IB HCA DDR Fabric OFED v1.3	Intel Xeon E5472 3.00GHz	2	1600	Altix ICE8200EX	SUSE Linux Enterprise Server 10, SGI ProPack 5SP4	SGI	SGI MPT 1.20	s	LS-DYNA	ls971.R3.1	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2008-04-08
32	433	1	1	32	Infiniband (Topspin)	AMD Opteron 156 3.0 GHz	4	0	Sun Fire X2100	64-bit SUSE SLES 9 SP 3	Sun Microsystems	MVAPICH	d	LS-DYNA	mpp970_s_6763	neon_refined	s	m	Menl Park CA	Mike Burke	Sun Microsystems	2006-04-21
32	439	1	2	16	Infiniband	Intel® Core 2 Extreme  X6800	2	667	S3000PAL	Redhat EL4 update 2	Intel	Intel MPI 3.0.043	s	LS-DYNA	mpp971.7600	neon_refined_revised	s	m	Dupont, WA	Nick Meng	Intel	2007-10-24
1024	441	2	4	128	IP95 Blades with Mellanox ConnectX IB HCA DDR Fabric OFED v1.4	Intel® Xeon® Quad Core X5570 2.93GHz Turbo Boost E	6	1066	Altix ICE8200EX	SUSE Linux Enterprise Server 10, SGI ProPack 6SP2	SGI	SGI MPT 1.23	s	LS-DYNA	ls971.R3.2	3 Vehicle Collision	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2009-03-31
16	443	2	4	2	IB QDR	Intel® Xeon® Quad Core X5560 @2.80GHz	3	1333	bullx blade cluster	bullx cluster suite	BULL	hpmpi	d	LS-DYNA	mpp971.s.R321	neon_refined_revised	s	m	France	Patrice Calegari	BULL	2010-04-08
16	446	2	4	2	Gigabit Ethernet	Intel Xeon W5580 3.2GHz	2	1333	ThinkStation D20 w/ GigaE	CentOS 5.3	Lenovo	Intel MPI 3.2.2	d	LS-DYNA	mpp971_s_R3.2.1	neon_refined_revised	s	m	Beijing	Jason Hu	Lenovo	2009-12-02
32	449	2	2	8	Voltaire HCA 410Ex InfiniHost III Lx SDR, OFED v1.2	Intel 5160 Woodcrest DC 3.0GHz	2	1333	Altix 1200	SUSE Linux Enterprise Server 10 (x86_64)	SGI	ScaliMPIConnect5.4.1	s	LS-DYNA	ls971.7600	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-06-23
32	451	2	2	8	Infiniband	Intel® Xeon® Dual Core 5160 EM64T	2000000000	1333	S5000PAL	Redhat EL4 update 2	Intel	Intel MPI 2.0.1	s	LS-DYNA	mpp970.6763	neon_refined	s	m	Dupont, WA	John Benninghoff	Intel	2006-05-31
32	451	2	4	4		Intel® Xeon® Quad Core X5482	2	1600	Intel SR1560SF system	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.R321	neon_refined_revised	s	m	Dupont, WA	Nick Meng	Intel/SSG	2009-02-13
32	452	2	2	8	Voltaire IB 410 HCA PCIe card with firmware v1.2.0 Voltaire ISR9024 SDR 24 port IB switch	Intel 5160 Woodcrest DC 3.0GHz	2	0	Altix XE1200 Compute Cluster	SUSE Linux Enterprise Server 10 (x86_64)	SGI	Intel MPI Runtime v2	d	LS-DYNA	ls970.6763	neon_refined	s	m	Chippewa Falls, WI	Scott Shaw	Application Engineering	2007-02-06
64	452	2	1	32	Myrinet	Opteron, 2.4 GHz	8	0	e326	SUSE LINUX 9	IBM	mpich-gm	d	LS-DYNA	mpp970_5434a	neon_refined	s	m	Poughkeepsie, New York	Guangye Li	IBM	2005-05-03
16	455	2	4	2	IB	Intel® Xeon® Quad Core X5560	2	1067	Supermicro Board X8DTN qual	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.s.R321	neon_refined_revised	s	m	Dupont, WA	Nick Meng	SSG/ASE	2009-03-27
48	455	2	1	24	Rapid Array	AMD Opteron 2.2 GHZ	2	0	CRAY XD1	Suse Linux 8	CRAY	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-02-09
64	456	2	1	32	Infiniband	1.5 GHz Itanium2 RX2600	6132	8500	Itanium2 Cluster	HP-UX 11.23	HP		d	LS-DYNA	970.3858	neon_refined	s	m	HP, Richardson, Texas	Yih-Yih Lin		2004-03-05
64	457	2	2	16	InfiniBand DDR	Intel Dualcore Xeon 3.0 GHz DL140	2	0	CP3000/Linux	Red Hat EL 4.3	HP	HP-MPI	d	LS-DYNA	971.7600.398	neon_refined_revised	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-01-19
32	463	2	4	4	Voltaire ConnectX IB Gen2 HCA DDR Fabric OFED v1.3	Intel Xeon E5462 2.80GHz	2	800	Bull Novascale R422-E1	Linux Bull Advanced Server 5v1.1	BULL	hpmpi	s	LS-DYNA	mpp971.R3.2	neon_refined_revised	s	m	France	Patrice Calegari	BULL	2008-12-12
32	473	2	2	8	ConnectX	Intel Dualcore Xeon 3.0 GHz BL460c	2	0	CP3000	Red Hat EL 4.4	HP	HP-MPI	d	LS-DYNA	971.7600.1116	neon_refined_revised	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-08-23
32	480	2	1	16	PathScale InfiniPath/Silverstorm IB switch	AMD Opteron 2.6 GHz	2	0	Microway Navion	Fedora Core 3	PathScale	PathScale MPI	d	LS-DYNA	ls970.5434a	neon_refined	s	m	PathScale Customer Benchmark Center	Kevin Ball	PathScale, Inc.	2005-09-16
32	482	2	2	8	QLogic InfiniPath IB	Intel Dualcore Xeon 5160 3.0 GHz	2	0	Cambridge Cluster	ClusterVisionOS	ClusterVision/Dell	QLogic MPI 2.0	s	LS-DYNA	971.7600.398	neon_refined_revised	s	m	Cambridge, UK	Kevin Ball	QLogic	2007-02-26
