number_of_cpus	wall_clock_time	processors_per_node	cores_per_processor	number_of_nodes	cpu_interconnects	processor	ram_per_cpu	ram_bus_speed	computer_system	operating_system	vendor	mpi_library	shared_or_dedicated	code_version	code_version_number	problem_name	precision	smp_mpp	location	submitted_by	submitted_by_org	date_submitted
8	11596	2	4	1	QPI	Intel® Xeon® Quad Core X5560	2	1067	Supermicro Board X8DTN qual	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.s.R321	3 Vehicle Collision	s	m	Dupont, WA	Nick Meng	SSG/ASE	2009-03-27
1	11599	1	1	1	Rapid Array	AMD Opteron 2.4 GHZ	4	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-TIng Zhu	CRAY Inc.	2005-05-02
2	11682	2	1	1	Voltaire InfiniBand	Intel Xeon 3.06GHz	2	266	RLX 3000ix ServerBlade	Red Hat Enterprise Linux 3 Update 3	RLX	MVAPICH	d	LS-DYNA	mpp970_5434	neon_refined	s	m	Billerica, MA	Eric Dube	Voltaire	2004-12-22
16	11780	2	4	2		Intel® Xeon® Quad Core X5482	2	1600	Intel SR1560SF system	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.R321	3 Vehicle Collision	s	m	Dupont, WA	Nick Meng	Intel/SSG	2009-02-13
256	11803	1	2	128	Seastar 2	AMD Dual Core Opteron 2.6 GHZ	4	0	CRAY XT4	Catamount	CRAY Inc.	CRAY XT4 MPI	s	LS-DYNA	mpp970, 5434a	car2car	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2006-11-10
1	11901	1	1	1	Voltaire InfiniBand SDR	AMD Dualcore Opteron 2.2 GHz DL145	2	0	CP4000/Windows CCS	Microsoft Windows Compute Cluster Server 2003	HP	HP-MPI	d	LS-DYNA	970.6763	neon_refined	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-01-18
96	11958	2	4	12	QDR IB	Intel® Xeon® X5677	12	1333	PRIMERGY BX900	Red Hat Enterprise Linux 5.5	Fujitsu	HP-MPI	s	LS-DYNA	ls971.R3.2.1	car2car	s	m	Tsukuba, Japan	Hisashi Kogawa	Japan Automobile Research Institute	2010-10-05
16	11975	2	4	2	Voltaire ConnectX IB Gen2 HCA DDR Fabric OFED v1.3	Intel Xeon E5462 2.80GHz	2	800	Bull Novascale R422-E1	Linux Bull Advanced Server 5v1.1	BULL	hpmpi	s	LS-DYNA	mpp971.R3.2	3 Vehicle Collision	s	m	France	Patrice Calegari	BULL	2008-12-12
4	11991	1	1	4	100 Mbit Ethernet	AMD Athlon MP 2000+	512	2100	Athlon Cluster	RedHat Enterprise Linux 3	Appro		d	LS-DYNA	970.3858	neon_refined	s	m	Troy, MI USA	Joshua Weage	ARUP	2004-08-09
16	12031	2	2	4	InfiniBand	AMD Dualcore Opteron 2.6 GHz DL145	4	0	Opteron CP4000	Red Hat EL 4.3	HP	HP-MPI		LS-DYNA	971.7600.398	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2006-10-12
16	12048	2	2	4	Gigabit Ethernet	Intel Xeon Dual Core 5160 EM64T	2	1333	POWER EDGE 1950	Microsoft Windows Compute Cluster Server 2003	DELL	MSMPI	s	LS-DYNA	mpp971.7600.398	3 Vehicle Collision	s	m	Valenciennes - France	Arnaud RINGEVAL	CIMES	2007-02-20
256	12121	2	4	32	QDR Infiniband	2.8GHz Intel Xeon E5462 Quad Core	16	1600	DCS CS23-SH	Windows HPC 2008	Dell	MSMPI	d	LS-DYNA	mpp971.R3.2.1	car2car	s	m	2111 South Oak Street, Champaign, Illinois	Brian Kucic	R Systems NA, inc.	2009-08-30
16	12222	2	1	8	 RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-14
8	12285	1	1	8		PowerPC_POWER3	0	0	Blue Horizon	AIX 5.1	IBM			LS-DYNA	mpp970_d_3535	neon_refined	d	m	SDSC	Franck Grignon	UCSD	2004-03-02
16	12386	8	1	2	eserver HPS	POWER5, 1.9 GHz	32	0	eserver p5 575	AIX 5.2	IBM	POE	d	LS-DYNA	mpp970_5434a	3 Vehicle Collision	s	m	Poughkeepsie, New York	Guangye Li	IBM	2005-08-19
16	12388	16	1	1	NUMALINK	Intel/Itanium 2 1.6GHz	0	0	Altix3700/BX2	Linux64/SGI ProPack3.3	SGI	SGI MPT 1.11	d	LS-DYNA	5434a	3 Vehicle Collision	s	m	Mountain View	Nick Meng	SGI	2005-06-22
18	12505	1	1	18	Infiniband	2,2GHz AMD Opteron 248	4	0	Opteron Cluster	SuSE SLES8 SP3	Self-made (SKIF program)		d	LS-DYNA	970.5434	3 Vehicle Collision	s	m	United Institute of Informatics Problems, Minsk	Oleg Tchij	United Institute of Informatics Problems, Minsk	2004-11-18
16	12576	2	1	8	Rapid Array	AMD Opteron 2.4 GHZ	4	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-TIng Zhu	CRAY Inc.	2005-05-02
96	12615	2	6	8	Mellanox® Technologies ConnectX-2® IB QDR	Intel® Xeon® Hexa Core X5690 3.47GHz	2	1333	Altix ICE 8400EX?	SUSE® Linux® Enterprise Server 11 SP1	SGI	SGI MPT 2.03	s	LS-DYNA	ls971.R3.2.1	car2car	s	m	Chippewa Falls, WI	Olivier Schreiber	Applications Engineering	2011-09-25
1	12713	1	1	1	Rapic Array	AMD Opteron 2.2 GHZ	2	0	CRAY XD1	Suse Linux 8	CRAY	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-Ting Zhu	Cray Inc.	2005-02-03
1	12866	1	1	1		Athlon64  2.2GHz	1024	0	VALUESTAR-TZ	SuSE Linux Professional 9.1 for AMD64	NEC		d	LS-DYNA	5434 for AMD64	neon_refined	s	m	ACS, Ibaraki, Japan	Yo Yamagata	ACS	2004-10-07
1	12955	1	1	1	Gigabit Ethernet	AMD Athlon 64 3500+ (2.2 GHz)	1024	0	AMD64 Cluster	Fedora Core 3	Engineering Research Nordic AB	LAM MPI	d	LS-DYNA	ls970.5434a	neon_refined	s	m	Linköping, Sweden	Daniel Hilding	Engineering Research Nordic AB, www.erab.se	2005-03-31
96	13112	2	6	8	Mellanox® Technologies ConnectX-2® IB QDR MT26428	Intel® Xeon® Hexa Core X5675 3.07GHz	4	1333	Rackable? C2112-4TY14	SUSE® Linux® Enterprise Server 11 SP1	SGI	SGI MPT 2.03	s	LS-DYNA	ls971.R3.2.1	car2car	s		Chippewa Falls, WI	Olivier Schreiber	Applications Engineering	2011-09-25
256	13117	2	2	64	ConnectX	Intel Dualcore Xeon 3.0 GHz BL460c	2	0	CP3000	Red Hat EL 4.4	HP		d	LS-DYNA	971.7600.1116	car2car	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-11-19
256	13120	1	1	256	Seastar 1	AMD Single Core Opteron 2.4 GHZ	2	0	CRAY XT3	Catamount	CRAY Inc.	CRAY XT3 MPI	s	LS-DYNA	mpp970, 5434a	car2car	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2006-04-27
8	13137	1	1	8	Gigabit Ethernet	Dual-core Intel® Core?2 Duo 3.00GHz	0	0	CE6854	CentOS 5.0	ARD			LS-DYNA	Version ls971.7	3 Vehicle Collision	s	m	Japan-Nagoya	ARD		2007-10-30
8	13137	1	1	8		Dual-core Intel® Core?2 Duo 3.00GHz	0	0	CE6854	CentOS 5.0	ARD			LS-DYNA	Version ls971.7	3 Vehicle Collision	s	m	Japan-Nagoya	ARD		2007-10-30
2	13298	2	1	1	Myrinet	Intel Dual Xeon 3.066 GHz	2	0	IBM x335	Red Hat EL 3.0 WS	IBM		d	LS-DYNA	mpp970_3858	neon_refined	s	m	Poughkeepsie, NY, USA	Guangye Li		2004-03-10
2	13433	2	1	1	Gigabit Ethernet	Intel Dual Xeon 3.066 GHz	2	0	IBM x335	Red Hat EL 3.0 WS	IBM		d	LS-DYNA	mpp970_3858	neon_refined	s	m	Poughkeepsie, NY, USA	Guangye Li		2004-03-10
16	13543	2	1	8	Rapid Array	AMD Opteron 2.2 HGZ	2	0	CRAY XD1	Suse Linux 8	Cray	Cray XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	Cray Inc.	2005-02-04
64	13664	2	4	8	Mellanox® Technologies ConnectX-2® IB QDR MT26428	Intel® Xeon® Quad Core X5687 3.60GHz	6	1333	Rackable? C2005-TY3	SUSE® Linux® Enterprise Server 11 SP1, SGI® Perfor	SGI	SGI MPT 2.03	s	LS-DYNA	ls971.R3.2.1	car2car	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2011-08-23
16	13831	2	1	8	Myrinet	AMD Opteron 2.4GHz DL145	4	0	Opteron CP4000	Red Hat 3.0	HP	HP-MPI	d	LS-DYNA	970.5434a	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2005-07-28
16	13866	2	2	4	Gigabit Ethernet	Intel Xeon Dual Core 5160 EM64T	3	1333	Relion 1600	Scyld ClusterWare 4	Penguin Computing	MPICH 1.2.5	d	LS-DYNA	mpp971.7600	3 Vehicle Collision	s	m	San Francisco, CA, USA	Joshua Bernstein	Penguin Computing	2006-12-06
64	13981	2	8	4	IB QDR	Intel® Xeon® E5-2680 @2.70GHz Turbo Enabled	4	1600	bullx blade system (B510)	bullx supercomputer suite AE R2.3	BULL	Platform MPI 8.2.1	s	LS-DYNA	mpp971.s.R321	car2car	s	m	France	Patrice Calegari	BULL	2012-08-08
16	14078	2	2	4	RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-08
32	14182	2	1	16	Infiniband	1.5 GHz Itanium2 RX2600	6132	8500	Itanium2 Cluster	HP-UX 11.23	HP		d	LS-DYNA	970.3858	3 Vehicle Collision	s	m	HP, Richardson, Texas	Yih-Yih Lin		2004-03-05
16	14214	2	2	4	Voltaire	Dual Core Opteron 2.2 GHz DL145	2	0	Opteron CP4000	Red Hat 4.0	HP	HP-MPI	d	LS-DYNA	970.5434a	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2005-11-15
128	14321	2	4	16		Intel® Xeon® Quad Core X5482	2	1600	Intel SR1560SF system	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.R321	car2car	s	m	Dupont, WA	Nick Meng	Intel/SSG	2009-02-13
1	14373	1	1	1	HT	2Ghz Athlon64 Mobile processor	1000	2000	HP zv5000z Pavilion Laptop	SUSE 9.1 Linux with latest updates as of  8/13/200	HP		d	LS-DYNA	AMD64 mpp5434	neon_refined	s	m	Sunnyvale, California	Tim Wilkens		2004-08-20
16	14737	2	1	8	Infiniband TopSpin	1.5GHz Itanium2 rx2600	6	8	Itanium2 CP6000	HP-UX 11.23	HP	HP-MPI	d	LS-DYNA	970.5434	3 Vehicle Collision	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2004-12-13
96	14781	2	6	8	QDR IB	Intel® Xeon® Six Core X5670	2	1333	Intel SR1600UR system	Redhat5U3	Intel	Intel MPI 3.2.1	s	LS-DYNA	mpp971.s.R321	car2car	s	m	Dupont, WA	Nick Meng	Intel/SSG	2010-03-28
128	14897	2	2	32	Infiniband	Intel® Xeon® Dual Core 5160 EM64T	0	667	S5000XSL	Redhat EL4 update 4	Intel	Intel MPI 3.0.043	s	LS-DYNA	mpp971.7600	car2car	s	m	Dupont, WA	Nick Meng	Intel	2007-10-24
8	14940	1	2	4	Gigabit Ethernet	Dual-core Intel® Core?2 Duo 3.00GHz	1	0	CE6854	CentOS 5.0	ARD			LS-DYNA	ls971.7600	3 Vehicle Collision	s	m	Japan-Nagoya	ARD	ARD	2007-07-31
64	14991	2	8	4	IB FDR	Intel® Xeon® E5-2680 @2.70GHz	2	1600	Sandy Bridge-EP system	RHEL 6.1	Intel	Intel MPI 4.0.3.008	d	LS-DYNA	mpp971.s.R321	car2car	s	m	Swindon, UK	Nick Meng	Intel/SSG	2012-07-09
8	15227	2	2	2	Mellanox InfiniHost III Lx HCA DDR Fabric OFED v1.3	 Intel Xeon X5272 DC 3.4Ghz, 1600MHz FSB, 800MHz D	4	1600	Altix XE1300 XE250/XE320	SUSE Linux Enterprise Server 10, SGI ProPack 5SP5	SGI	SGI MPT 1.20	s	LS-DYNA	  ls971.R3.1	3 Vehicle Collision	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2008-06-30
1	15365	1	1	1	Infiniband	1.5 GHz Itanium2 RX 2600	6132	8500	Itanium2 Cluster	HP-UX	HP		d	LS-DYNA	970.3858	neon_refined	s	m	HP, Richardson, Texas	Yih-Yih Lin		2004-03-05
224	15442	2	2	56	InfiniBand DDR	Intel Dualcore Xeon 3.0 GHz DL140	2	0	CP3000/Linux	Red Hat EL 4.3	HP	HP-MPI	d	LS-DYNA	971.7600.398	car2car	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-01-16
1	15551	1	1	1		Opteron 250 2400MHz	3	200	Workst.Celsius V830 CETMA	Win Xp 64	Fujitsu Siemens		d	LS-DYNA	971 7600.398	neon_refined_revised	s	s	Lecce, Italy	Rosario Dotoli	CETMA Consortium	2007-03-28
64	15720	2	4	8	IP95 Blades with Mellanox ConnectX IB HCA DDR Fabric OFED v1.4	Intel® Xeon® Quad Core X5570 2.93GHz Turbo ON	6	1066	Altix ICE8200EX	SUSE Linux Enterprise Server 10, SGI ProPack 6SP2	SGI	SGI MPT 1.23	s	LS-DYNA	ls971.R3.2	car2car	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2009-03-31
2	15911	1	1	2		Intel	1024	0	Linux Cluster	Linux RedHat 7.3	HP		s	LS-DYNA	970_3858	neon_refined	s	m	Luleå, Sweden	Frank Englund	SSAB HardTech	2004-09-07
96	16165	2	6	8	HP BLc 4X QDR Switch 1 Mellanox	Intel® Xeon® Six Core X5650 2.66 GHz	2	1333	HP Proliant® BL2X220c G6	Windows HPC Server 2008 R2	HP	MS-MPI	d	LS-DYNA	ls971.R3.2.1	car2car	s	m	Redmond, WA	Hari reddy	Microsoft	2011-02-10
128	16190	2	2	32	Infiniband DDR	Intel Xeon 5160	2	667	LNXI LS-1	SLES 9.3	Linux Networx Inc., (LNXI)	ScaliMPI	s	LS-DYNA	Version ls971.7	car2car	s	m	Bluffdale, Utah	Mike Long	LNXI	2007-12-14
128	16211	1	2	64	Seastar 2	AMD Dual Core Opteron 2.8 GHZ	8	0	CRAY XT4	CNL	CRAY Inc.	CRAY XT4 MPI	s	LS-DYNA	mpp971.7600.398	car2car	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2007-06-27
16	16290	2	1	8	InfiniBand Voltaire	AMD Opteron 2.2GHz DL145	8	0	Opteron CP4000/InfiniBand Voltaire	Red Hat 3.0	HP	HP-MPI	d	LS-DYNA	970.5434	3 Vehicle Collision	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2005-01-10
64	16325	2	4	8	IB DDR (mlx4_0/MT26418)	Intel® Xeon®  X5570 2.93GHz (Turbo ON)	12	1066	CX1	Redhat EL 5.3 with Platform PCM 1.2	Cray Inc.	Intel MPI 3.2.1	d	LS-DYNA	mpp971sR3.2.1	car2car	s	m	Montreal, Canada	John Benninghoff	Cray CX Division	2009-06-03
1	16475	1	1	1	NUMALINK	Itanium 2 1.4GHz	0	0	Altix350	Linux 2.4.21	SGI			LS-DYNA	ls970.6763.169	neon_refined	s		Rome	Cristiano Sciaboni	Centro Sviluppo Materiali	2007-02-14
8	16518	2	2	2	InfiniBand Topspin 270 SDR	Intel Xeon X5272 3.40GHz DL160	2	1600	CP3000	Red Hat EL 4.6	HP	HP-MPI	s	LS-DYNA	ls971R3.1	3 Vehicle Collision	s	m	Scalable Computing & Infrastructure	Yih-Yih Lin	HP	2008-08-05
8	16602	2	2	2	Silverstorm Infiniband	Intel Xeon Dual Core 5160 EM64T	3	1333	Relion 1600	Scyld ClusterWare 4	Penguin Computing	MPICH 1.2.5	d	LS-DYNA	mpp971.7600	3 Vehicle Collision	s	m	San Francisco, CA, USA	Joshua Bernstein	Penguin Computing	2006-12-06
64	17040	2	4	8	IB QDR	Intel® Xeon® Quad Core X5560 @2.80GHz	3	1333	bullx blade cluster	bullx cluster suite	BULL	hpmpi	d	LS-DYNA	mpp971.s.R321	car2car	s	m	France	Patrice Calegari	BULL	2010-04-09
1	17489	1	1	1		1.5 GHz Itanium2 RX2600			HP-UX Itanium2 Cluster / GigE	HP-UX 11.23	HP			LS-DYNA	MPP 970.3858	neon_refined			HP, Richardson, Texas	Yih-Yih Lin		2003-11-12
8	17631	1	1	8	Infiniband (Voltaire)	AMD Opteron 156 3.0 GHz	4	0	Sun Fire X2100	64-bit SUSE SLES 9 SP 3	Sun Microsystems	MVAPICH	d	LS-DYNA	mpp970_s_6763	3 Vehicle Collision	s	m	Menl Park CA	Mike Burke	Sun Microsystems	2006-10-08
128	17738	2	2	32	ConnectX	Intel Dualcore Xeon 3.0 GHz BL460c	2	0	CP3000	Red Hat EL 4.4	HP	HP-MPI	d	LS-DYNA	971.7600.1116	car2car	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-11-19
128	17806	2	4	16	QDR Infiniband	2.8GHz Intel Xeon E5462 Quad Core	16	1600	DCS CS23-SH	Windows HPC 2008	Dell	MSMPI	d	LS-DYNA	mpp971.R3.2.1	car2car	s	m	2111 South Oak Street, Champaign, Illinois	Brian Kucic	R Systems NA, inc.	2009-08-30
48	18006	2	8	3	IB FDR	Intel® Xeon® E5-2680 @2.70GHz	2	1600	Sandy Bridge-EP system	RHEL 6.1	Intel	Intel MPI 4.0.3.008	d	LS-DYNA	mpp971.s.R321	car2car	s	m	Swindon, UK	Nick Meng	Intel/SSG	2012-07-09
8	18044	1	1	8	Infiniband (Topspin)	AMD Opteron 156 3.0 GHz	4	0	Sun Fire X2100	64-bit SUSE SLES 9 SP 3	Sun Microsystems	MVAPICH	d	LS-DYNA	mpp970_s_6763	3 Vehicle Collision	s	m	Menlo Park CA	Mike Burke	Sun Microsystems	2006-04-21
8	18584	2	1	4	Gigabit Ethernet	Intel Xeon Dual Core 5160 EM64T	2	1333	Power Edge 1950	Microsoft Windows Compute Cluster Server 2003	DELL	MSMPI	d	LS-DYNA	mpp971.7600.398	3 Vehicle Collision	s	m	Valenciennes - France	Arnaud RINGEVAL	CIMES	2007-02-21
64	18790	2	4	8	ConnectX Infiniband	Intel® Xeon® Quad Core X5550	3	1333	System x® iDataPlex? dx360 M2	Windows HPC Server 2008 SP1	IBM	Microsoft MPI	d	LS-DYNA	ls971.R3.2.1	car2car	s	m	Redmond. WA	Daniel Ghidali	IBM/Microsoft	2010-05-28
64	19252	2	4	8	IB	Intel® Xeon® Quad Core X5560	2	1067	Supermicro Board X8DTN qual	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.s.R321	car2car	s	m	Dupont, WA	Nick Meng	SSG/ASE	2009-03-27
16	19268	1	1	16	InfiniCon Infiniband	2 GHz Opteron	2	0	Opteron Cluster	SuSE SLES8 SP3	Appro, Rackable, and Verari		d	LS-DYNA	970.5412	3 Vehicle Collision	s	s	AMD Developer Center	Steven Lyness		2004-06-18
8	19329	1	2	4	Seastar 2	AMD Dual Core Opteron 2.8 GHZ	8	0	CRAY XT4	CNL	CRAY Inc.	CRAY XT4 MPI	s	LS-DYNA	mpp971.7600.398	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2007-06-28
128	19364	1	2	64	Seastar 2	AMD Dual Core Opteron 2.6 GHZ	4	0	CRAY XT4	Catamount	CRAY Inc.	CRAY XT4 MPI	s	LS-DYNA	mpp970, 5434a	car2car	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2006-11-10
128	20129	2	2	32	InfiniBand DDR	Intel Dualcore Xeon 3.0 GHz DL140	2	0	CP3000/Linux	Red Hat EL 4.3	HP	HP-MPI	d	LS-DYNA	971.7600.398	car2car	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-01-16
8	20237	2	2	2	InfiniBand	Intel Xeon 5160	8	0	HS21XM BladeCenter	RHEL 4.0 UPDATE 4	IBM	Intel MPI	d	LS-DYNA	971_7600.2.1116	3 Vehicle Collision	s	m	Poughkeepsie	Guangye Li	IBM	2007-08-14
8	20367	2	2	2	ConnectX	Intel Dualcore Xeon 3.0 GHz BL460c	2	0	CP3000	Red Hat EL 4.4	HP	HP-MPI	d	LS-DYNA	971.7600.1116	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2007-08-23
8	20374	2	2	2	InfiniBand DDR	Intel Dualcore Xeon 3.0 GHz DL140	2	0	CP3000/Linux	Red Hat EL 4.3	HP	HP-MPI	d	LS-DYNA	971.7600.398	3 Vehicle Collision	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2006-12-20
4	20411	1	4	1		Intel i7 920	3	1600	CA9212i	Cent OS 5.1	ARD			LS-DYNA	ls971.7600	3 Vehicle Collision	s	s	Nagoya,Japan	Takuya Ichikawa	ARD	2009-02-12
8	21014	2	1	4	Topspin InfiniBand	AMD Opteron 2.6 GHz DL145	4	0	Opteron CP4000	Red Hat 3.0	HP	HP-MPI	d	LS-DYNA	970.5434a	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2005-08-25
8	21667	2	4	1	Mellanox ConnectX IB HCA DDR Fabric OFED v1.3	Intel Xeon E5472 3.00GHz	2	1600	Altix ICE8200EX	SUSE Linux Enterprise Server 10, SGI ProPack 5SP4	SGI	SGI MPT 1.20	s	LS-DYNA	ls971.R3.1	3 Vehicle Collision	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2008-04-08
8	21913	4	2	1	LiquidIQ fabric	AMD Opteron 8218	2	667	LiquidIQ	RHEL 4.5	Liquid Computing	LiquidIQ MPI rel.5.0	s	LS-DYNA	mpp97.7600.1224	3 Vehicle Collision	s	m	Ottawa, Ontario, Canada	Ron Van Holst	Liquid Computing	2008-02-08
6	21938	3	2	1	LiquidIQ fabric	AMD Opteron 8218	2	667	LiquidIQ	RHEL 4.5	Liquid Computing	Scali MPI Connect5.5	s	LS-DYNA	mpp97.7600.1224	3 Vehicle Collision	s	m	Ottawa, Ontario, Canada	Ron Van Holst	Liquid Computing	2008-02-08
48	22043	2	6	4	Mellanox® Technologies ConnectX-2® IB QDR	Intel® Xeon® Hexa Core X5690 3.47GHz	2	1333	Altix ICE 8400EX?	SUSE® Linux® Enterprise Server 11 SP1	SGI	SGI MPT 2.03	s	LS-DYNA	ls971.R3.2.1	car2car	s	m	Chippewa Falls, WI	Olivier Schreiber	Applications Engineering	2011-09-25
8	22184	2	2	2	Gigabit Ethernet	Intel Xeon Dual Core 5160 EM64T	2	1333	Power Edge 1950	Microsoft Windows Compute Cluster Server 2003	DELL	MSMPI	s	LS-DYNA	mpp971.7600.398	3 Vehicle Collision	s	m	France - 59300 Valenciennes	Arnaud RINGEVAL	CIMES	2007-03-02
8	22259	2	2	2	InfiniBand	AMD Dualcore Opteron 2.6 GHz DL145	4	0	Opteron CP4000	Red Hat EL 4.3	HP	HP-MPI		LS-DYNA	971.7600.398	3 Vehicle Collision	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2006-10-12
8	22475	2	1	4	 RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-14
128	22521	1	1	128	Seastar 1	AMD Single Core Opteron 2.4 GHZ	2	0	CRAY XT3	Catamount	CRAY Inc.	CRAY XT3 MPI	s	LS-DYNA	mpp970, 5434a	car2car	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2006-04-27
8	22778	2	4	1	bus	Intel® Xeon® Quad Core X5482	2	1600	Intel  Stoakley server	Redhat5U3	Intel	Intel MPI 3.2.011	d	LS-DYNA	mpp971.s.R321	3 Vehicle Collision	s	m	Dupont, WA	Nick Meng	SSG	2009-03-16
8	22778	2	4	1	bus	Intel® Xeon® Quad Core X5482	2	1600	Intel  Stoakley server	Redhat5U3	Intel	MPI 3.2.0.011	d	LS-DYNA	mpp971.s.R321	3 Vehicle Collision	s	m	Dupont, WA	Nick Meng	SSG/ASE	2009-03-11
8	22852	2	4	1	Voltaire ConnectX IB Gen2 HCA DDR Fabric OFED v1.3	Intel Xeon E5462 2.80GHz	2	800	Bull Novascale R422-E1	Linux Bull Advanced Server 5v1.1	BULL	hpmpi	s	LS-DYNA	mpp971.R3.2	3 Vehicle Collision	s	m	France	Patrice Calegari	BULL	2008-12-12
4	22867	1	1	4	Gigabit Ethernet	Dual-core Intel® Core?2 Duo 3.00GHz	0	0	CE6854	CentOS 5.0	ARD			LS-DYNA	Version ls971.7	3 Vehicle Collision	s	m	Japan-Nagoya	ARD		2007-10-30
4	22867	1	1	4		Dual-core Intel® Core?2 Duo 3.00GHz	0	0	CE6854	CentOS 5.0	ARD			LS-DYNA	Version ls971.7	3 Vehicle Collision	s	m	Japan-Nagoya	ARD		2007-10-30
8	23418	2	2	2	Infiniband	Intel® Xeon® Dual Core 5160 EM64T	2000000000	1333	S5000PAL	Redhat EL4 update 2	Intel	Intel MPI 2.0.1	s	LS-DYNA	mpp970.6763	3 Vehicle Collision	s	m	Dupont, WA	John Benninghoff	Intel	2006-05-31
8	23555	2	4	1		Intel® Xeon® Quad Core X5482	2	1600	Intel SR1560SF system	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.R321	3 Vehicle Collision	s	m	Dupont, WA	Nick Meng	Intel/SSG	2009-02-13
8	23586	2	4	1	SHM	Barcelona 2.0GHz	1	0	Mellanox Cluster Center - Vulcan cluster	RHEL4	AMD	Scali MPI Connect5.5	d	LS-DYNA	971.7600.398	3 Vehicle Collision	s	m	Mellanox Santa Clara CA	Hakon Bugge	Scali,Inc.	2007-09-10
8	23602	2	1	4	RapidArray	AMD Opteron 2.4 GHZ	4	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-05-12
8	23705	2	2	2	Gigabit Ethernet	Intel Xeon Dual Core 5160 EM64T	3	1333	Relion 1600	Scyld ClusterWare 4	Penguin Computing	MPICH 1.2.5	d	LS-DYNA	mpp971.7600	3 Vehicle Collision	s	m	San Francisco, CA, USA	Joshua Bernstein	Penguin Computing	2006-12-06
8	23798	2	4	1	GigE	Intel(r) Quad Core 3.00Ghz	2	1600	Xeon E5472	Red Hat EL4.4	"white box"	Intel 3.1.026	d	LS-DYNA	ls971.7600.1224	3 Vehicle Collision	s	m	Hillsboro Oregon	Tim Prince	Intel SSG	2007-11-08
